name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost_for_two
Absolute Waffles,1,0,3.9,49,New BEL Road,Dessert Parlor,"Desserts, Fast Food",200.0
Cedar Bar & Dive - Hotel Presidency,1,0,3.8,49,Electronic City,Bar,"North Indian, Thai, Chinese, Continental",1200.0
Breakfast House,0,0,3.6,49,"ITPL Main Road, Whitefield",Quick Bites,"South Indian, North Indian",300.0
Five Star Chicken,0,0,2.9,49,Marathahalli,Quick Bites,"Fast Food, Burger",300.0
Chinese Square,1,0,3.9,49,Basavanagudi,Quick Bites,Chinese,200.0
The Fiery Indian Kitchen,1,0,3.5,49,Nagawara,Casual Dining,North Indian,600.0
Atithi Aramane Veg,1,0,3.9,49,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300.0
Rajanna Military Hotel,0,0,3.7,49,Magadi Road,Quick Bites,Biryani,300.0
Ritomi's Lov,1,0,3.7,49,Bellandur,Quick Bites,North Indian,400.0
Mist n Creams,1,0,3.8,49,Whitefield,Dessert Parlor,Ice Cream,400.0
Plan B,0,0,3.9,49,Marathahalli,"Casual Dining, Pub","Continental, BBQ, Steak",1100.0
Hotel Kakatiya,1,0,3.7,49,Nagawara,Quick Bites,"Andhra, North Indian, Chinese, Biryani",350.0
Mesa Lounge Bar - Svenska Design Hotel,0,1,3.5,49,Electronic City,Lounge,"North Indian, Pizza, Asian, Italian",1500.0
English Channel,0,0,3.8,49,Jayanagar,Pub,Finger Food,1200.0
Chaat Junction,1,0,3.7,49,Bannerghatta Road,Quick Bites,Street Food,200.0
Domino's Pizza,0,0,2.8,49,Whitefield,Quick Bites,"Pizza, Fast Food",400.0
Firangi Bake,1,0,4.1,49,Marathahalli,Delivery,"Mexican, Italian",600.0
Cream N Desserts,0,0,3.7,49,Koramangala 7th Block,"Dessert Parlor, Beverage Shop","Desserts, Beverages",400.0
1000 B.C,1,0,3.2,49,Koramangala 5th Block,Quick Bites,"Arabian, Sandwich, Rolls, Burger",300.0
Carnival Cakes & Breads,0,0,3.5,49,HSR,"Bakery, Quick Bites","Bakery, Fast Food",200.0
Raapchick,1,0,3.6,49,Brookefield,Quick Bites,"Fast Food, Burger",300.0
Palos,1,0,3.3,49,Marathahalli,Quick Bites,"Chinese, North Indian",300.0
Aroma Of Asia,0,0,3.9,49,Frazer Town,Quick Bites,"Fast Food, Momos",400.0
Currylicious,0,0,3.1,49,Malleshwaram,Food Court,"South Indian, Mangalorean, Kerala",800.0
Crown Gold,1,0,3.9,49,Koramangala 4th Block,Quick Bites,"South Indian, Chinese, Seafood",400.0
Cafe 221B,1,1,3.7,49,BTM,Cafe,"Cafe, Beverages",300.0
Mojo Pizza - 2X Toppings,1,0,4.2,49,Marathahalli,Delivery,Pizza,600.0
Swathi Restaurant,1,0,3.8,49,JP Nagar,Quick Bites,"Mangalorean, North Indian, Chinese",400.0
Chai Cafe,0,0,3.9,49,Indiranagar,Cafe,Cafe,200.0
Kudil Kerala Kitchen,1,0,3.8,49,Marathahalli,Quick Bites,Kerala,300.0
Juice Berg,1,0,3.8,49,Brookefield,"Beverage Shop, Quick Bites","Beverages, Fast Food",300.0
Mango Greens,0,1,3.9,49,JP Nagar,Casual Dining,"North Indian, Continental, Chinese",900.0
Sreeraj Lassi Bar,1,0,3.9,49,Race Course Road,"Dessert Parlor, Beverage Shop","Beverages, Desserts",150.0
Vijayalakshmi,1,0,4.0,49,Basavanagudi,Quick Bites,South Indian,200.0
PRS Indian Food Restaurant,1,0,2.9,49,Yeshwantpur,Quick Bites,"Chinese, North Indian, South Indian",200.0
Bansuri Sweets,0,0,3.5,49,Basaveshwara Nagar,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",250.0
Food Theory,0,0,2.8,48,Marathahalli,"Takeaway, Delivery","Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500.0
Elongo's,0,0,3.9,48,Indiranagar,Bar,"Finger Food, South Indian, Continental",900.0
Bakers Day,0,0,3.9,48,Basavanagudi,Bakery,"Bakery, Desserts",200.0
Bubble Bee,1,0,3.9,48,HSR,Dessert Parlor,"Beverages, Bubble Tea, Desserts",400.0
Cafe Coffee Day,1,0,3.1,48,Bellandur,Cafe,"Cafe, Fast Food",900.0
Waffle Head,1,0,4.0,48,BTM,"Dessert Parlor, Beverage Shop","Desserts, Beverages",300.0
Bamboo Shades,1,0,2.8,48,Electronic City,Casual Dining,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian",1000.0
Foodies Choice,1,0,3.7,48,Nagawara,"Takeaway, Delivery","Arabian, Chinese, Fast Food, Beverages",150.0
Petoo,0,0,3.7,48,JP Nagar,Casual Dining,"North Indian, Fast Food, Street Food",800.0
Muscat Restaurant,1,0,3.0,48,Marathahalli,Quick Bites,"North Indian, Chinese",400.0
Cuppa,0,0,3.4,48,JP Nagar,Cafe,"Cafe, Fast Food",550.0
Milk N Shakes,1,0,3.8,48,Koramangala 8th Block,Beverage Shop,Beverages,300.0
Cafe Soy,1,0,3.8,48,Indiranagar,"Takeaway, Delivery",Asian,250.0
Parrattha Ssinghh,1,0,4.1,48,Marathahalli,Quick Bites,North Indian,250.0
Baskin Robbins,1,0,3.7,48,Bellandur,Dessert Parlor,"Ice Cream, Desserts",250.0
Blueberry Restaurant,1,0,3.5,48,Bellandur,Quick Bites,"North Indian, Biryani, South Indian",400.0
Bombay Kulfis,0,0,3.7,48,Sarjapur Road,Dessert Parlor,Ice Cream,200.0
Sweet Truth,1,0,4.0,48,Indiranagar,Delivery,"Bakery, Desserts",500.0
Sweet Truth,1,0,4.0,48,HSR,Delivery,"Bakery, Desserts",500.0
Breadworks,1,0,2.9,48,Indiranagar,"Bakery, Cafe","Bakery, Cafe",500.0
Taaza Mithai,1,0,3.9,48,JP Nagar,Sweet Shop,"Mithai, Street Food",100.0
Kesar Restaurant,1,0,3.6,48,JP Nagar,Quick Bites,"North Indian, Chinese, South Indian",200.0
Jai Mataji Farshan & Sweets,1,0,3.8,48,Banaswadi,"Sweet Shop, Quick Bites","Mithai, Street Food",150.0
American Bites,1,0,2.4,48,Kalyan Nagar,Quick Bites,"Fast Food, Burger, Pizza",450.0
Patels Inn,1,0,3.8,48,RT Nagar,Casual Dining,"North Indian, Chinese",750.0
Fullyfilled,1,0,4.0,48,Indiranagar,Quick Bites,"Fast Food, Chinese, Lebanese",200.0
Kichukkhon,0,0,2.9,48,Marathahalli,Quick Bites,"Bengali, Oriya",250.0
#L-81 Cafe,1,0,3.9,48,HSR,Quick Bites,"Fast Food, Beverages",400.0
Ghee Positive,1,0,3.8,48,Koramangala 8th Block,Quick Bites,"North Indian, Chinese",300.0
Chicken Man,1,0,3.7,48,Bellandur,Kiosk,"Roast Chicken, Burger",400.0
Pensiri Cafe,1,0,3.6,48,HSR,"Takeaway, Delivery",North Indian,300.0
RBP Greens Garden,1,0,2.7,48,BTM,Casual Dining,"North Indian, Chinese",700.0
The French Loaf,1,0,2.9,48,Ulsoor,"Bakery, Quick Bites","Bakery, Desserts, Sandwich",400.0
The Rennan's Cafe,1,0,2.9,48,Kammanahalli,Quick Bites,"Chinese, Fast Food, Momos",250.0
99 Pancakes,1,0,4.1,48,Church Street,Dessert Parlor,"Desserts, Ice Cream",300.0
Taste Of Kerala,0,0,2.2,48,Residency Road,Casual Dining,"Kerala, Seafood",600.0
Mummy Dhaba,1,0,3.4,48,Ulsoor,Quick Bites,North Indian,300.0
Cafe Mandala,1,0,3.9,48,New BEL Road,Cafe,"Cafe, North Indian, Chinese, Fast Food",600.0
The Milkshake Theory,1,0,4.0,48,Koramangala 5th Block,Beverage Shop,"Beverages, Fast Food",400.0
The Cheesecake Corner,0,0,3.7,48,BTM,"Takeaway, Delivery",Desserts,400.0
Jashn - Le Meridien,0,0,3.7,47,Sankey Road,Fine Dining,"North Indian, Mughlai",2000.0
Prajwal The Restaurant,1,0,3.5,47,Marathahalli,Quick Bites,"North Indian, Chinese, Beverages",300.0
Chilli Flakes,1,0,3.6,47,Banashankari,Quick Bites,"Fast Food, Italian, Beverages",500.0
Laziz Pizza,1,0,3.8,47,Koramangala 7th Block,Quick Bites,"Fast Food, Burger, Pizza",400.0
Falafel's - The Lebanese Haus,0,0,3.9,47,Malleshwaram,Quick Bites,Lebanese,300.0
Nandi Chats and Juice,0,0,3.6,47,Banashankari,Quick Bites,Street Food,150.0
WAT Bar - Sterlings MAC Hotel,0,0,3.8,47,Old Airport Road,Lounge,Continental,1800.0
Allahabadi Tadaka,0,0,2.9,47,Domlur,Casual Dining,North Indian,250.0
New Gongura's,1,0,3.7,47,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550.0
Hungry Vihaari,1,1,4.0,47,Kalyan Nagar,Casual Dining,"Continental, Burger, Salad, Pizza, Beverages",800.0
Udupi Upahara,0,0,3.6,47,Koramangala 1st Block,Quick Bites,"South Indian, North Indian",300.0
New Udupi Grand,1,0,3.5,47,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300.0
Sri Jayadurga Biryani,1,0,3.8,47,Marathahalli,"Takeaway, Delivery",Biryani,300.0
Samosa Singh,1,0,3.7,47,Thippasandra,Delivery,"Street Food, Beverages",150.0
Easy Bites,1,0,3.9,47,HSR,"Takeaway, Delivery","Fast Food, Sandwich",300.0
Vms Star Biriyani,0,0,3.8,47,Electronic City,Casual Dining,Biryani,500.0
Spicy Tadka,0,0,3.5,47,Electronic City,Delivery,"North Indian, Chinese, Bengali",400.0
KC Das - Sweet Corner,0,0,2.9,47,HSR,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0
Ambur Hot Dum Biryani,1,0,3.1,47,Old Airport Road,Quick Bites,Biryani,200.0
Best In Klass,1,0,3.2,47,Whitefield,Quick Bites,South Indian,200.0
Navya's,1,0,2.5,47,Bommanahalli,Casual Dining,"Hyderabadi, Biryani, North Indian",800.0
Amdo's Corner Tibetan Foods,0,0,4.0,47,Richmond Road,Quick Bites,"Tibetan, Momos",250.0
Baskin Robbins,1,0,3.7,47,Old Airport Road,Dessert Parlor,"Ice Cream, Desserts",250.0
Dakshin,1,0,3.5,47,Wilson Garden,Casual Dining,South Indian,450.0
Chaatimes,1,0,3.4,47,BTM,Quick Bites,"Street Food, Fast Food",200.0
UP Style North Indian Food,1,0,3.6,47,Jayanagar,"Takeaway, Delivery",North Indian,100.0
Cafe Bengaluru,0,0,3.3,47,Magadi Road,Quick Bites,"Fast Food, Beverages",300.0
Krispy Kreme,1,0,4.0,47,Richmond Road,Dessert Parlor,"Desserts, Beverages",300.0
Magic Meals,1,0,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400.0
La Estranger Cafe,1,0,3.8,47,HSR,Cafe,"Cafe, Burger, Sandwich, Beverages",500.0
Silsila,0,0,2.7,47,Koramangala 4th Block,Casual Dining,North Indian,800.0
Billionaires Cafe,0,0,3.8,47,Koramangala 5th Block,Cafe,"Cafe, Italian",600.0
The Retro,1,0,3.2,47,Koramangala 7th Block,Quick Bites,"Chinese, Burger",300.0
Kulfi & More,1,0,3.7,47,BTM,Dessert Parlor,"Ice Cream, Beverages",200.0
Kalmane Koffees,0,0,3.6,47,Brigade Road,Cafe,Cafe,350.0
Raj Darbar,1,0,3.7,47,Koramangala 6th Block,Casual Dining,"North Indian, Chinese, Bengali",800.0
Gelato Pazzo,0,0,3.8,47,BTM,Dessert Parlor,Desserts,200.0
Smoor,1,0,3.7,47,Bellandur,Dessert Parlor,"Desserts, Beverages",900.0
The Brewing Bean,0,0,3.7,47,Bellandur,Cafe,Cafe,500.0
Woodfire Biryani,1,0,3.4,47,Whitefield,Quick Bites,"North Indian, South Indian, Biryani",250.0
Sandwich Shop,1,0,2.9,47,JP Nagar,Delivery,"Fast Food, Burger, Sandwich",400.0
Cultch Resto Cafe,0,0,3.7,47,Marathahalli,Cafe,Cafe,600.0
Reddy's Paradise,1,0,3.1,46,HSR,Casual Dining,Andhra,700.0
Pavitra Paradise,0,0,3.8,46,Basaveshwara Nagar,"Bakery, Dessert Parlor","Bakery, Desserts",200.0
Pallavas Veg Cuisine,1,0,3.6,46,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",600.0
Donne Biryani House,0,0,3.5,46,Rajajinagar,Quick Bites,Biryani,300.0
Theeram Restaurant,1,0,3.8,46,Sarjapur Road,Quick Bites,"North Indian, Kerala",400.0
A1 Spice Inn,0,0,3.5,46,Yeshwantpur,Casual Dining,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",500.0
Calcutta Cafe,1,0,3.5,46,Kumaraswamy Layout,Quick Bites,"Bengali, Chinese, Sandwich",350.0
New Kadai,1,0,3.8,46,Malleshwaram,Casual Dining,"North Indian, Chinese, Seafood",700.0
Kabab Mirchi,0,0,3.5,46,Whitefield,Quick Bites,"North Indian, Mughlai, Chinese",350.0
Crunchie Corner,1,0,4.0,46,Brookefield,Quick Bites,"Fast Food, Continental, Desserts",450.0
Just Bake,1,0,3.2,46,Bannerghatta Road,Bakery,"Bakery, Desserts",400.0
Froststicks,0,0,3.9,46,Malleshwaram,Food Court,"Desserts, Ice Cream",150.0
W XYZ Bar - Aloft Bengaluru Cessna Business Park,0,0,3.8,46,Bellandur,"Lounge, Casual Dining","Finger Food, North Indian",2000.0
Hungry Queen,1,0,3.6,46,HSR,"Takeaway, Delivery","North Indian, Chinese, Fast Food",300.0
Kanti's,0,0,3.8,46,Marathahalli,Quick Bites,"Mithai, Street Food",300.0
World on a Swirl,0,0,3.8,46,Bannerghatta Road,"Dessert Parlor, Quick Bites","Ice Cream, Desserts, Rolls",300.0
Mad Over Donuts,1,0,3.9,46,"ITPL Main Road, Whitefield",Dessert Parlor,"Bakery, Desserts, Beverages",450.0
House Stark Cafe,1,0,3.9,46,HSR,Cafe,"Cafe, Desserts, Fast Food, Burger",300.0
Sorse,1,0,3.7,46,Marathahalli,"Takeaway, Delivery","Bengali, Oriya",650.0
Hot Coffee,0,0,3.9,46,Vijay Nagar,Quick Bites,South Indian,100.0
Hotel Ayodhya Upahar,0,0,3.9,46,Sadashiv Nagar,Quick Bites,"South Indian, Chinese",200.0
Wow Vada Pav,1,0,3.3,46,Bannerghatta Road,Quick Bites,"Fast Food, Street Food",150.0
Sphyre - Gateway Hotel,0,0,3.6,46,Residency Road,Lounge,Finger Food,1700.0
Kentaky Fast Food,0,0,3.2,46,Basaveshwara Nagar,Quick Bites,"North Indian, Chinese, Seafood",350.0
Wow Momo,1,0,3.7,46,New BEL Road,Quick Bites,"Tibetan, Momos",400.0
More Pizza,1,0,3.8,46,JP Nagar,Quick Bites,Pizza,450.0
Navya's,1,0,2.9,46,HSR,Quick Bites,"North Indian, Andhra, Chinese",600.0
Brew Bakes Cafe,1,0,3.7,46,Kalyan Nagar,Cafe,Cafe,500.0
KC Das - Sweet Spot,0,0,3.6,46,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0
Desi Vibes,1,0,3.7,46,BTM,Casual Dining,"North Indian, Chinese",600.0
Infinity Family Restaurant,1,0,3.6,46,Marathahalli,Casual Dining,"North Indian, Chinese",500.0
Village Palace,1,0,3.0,46,Electronic City,Quick Bites,"North Indian, Chinese, Andhra, Seafood",250.0
Kholi Mane,0,0,3.6,46,Basavanagudi,Quick Bites,"Andhra, South Indian, Biryani, North Indian",450.0
Anand Sweets and Savouries,0,0,3.7,46,Banashankari,"Sweet Shop, Quick Bites","Mithai, Street Food",400.0
Tandoori Delight,1,0,3.0,46,New BEL Road,Quick Bites,"North Indian, Chinese",300.0
Nagashree's,0,0,2.9,46,Shanti Nagar,Casual Dining,"South Indian, North Indian, Fast Food",550.0
Hashtag Cafe,0,0,2.8,46,Brigade Road,Cafe,"Cafe, Continental, European, Italian",700.0
Avanti Indian Barbeque & Grill,0,0,3.4,46,Domlur,Casual Dining,North Indian,1100.0
La Grande Cafe,0,0,3.8,46,Jayanagar,Cafe,Cafe,400.0
Chaat Trail By Moti Mahal,1,1,3.9,46,HSR,Quick Bites,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",300.0
24 Carats - The Capitol,0,0,3.1,46,Cunningham Road,Casual Dining,"Asian, Continental",1000.0
Andhra Food Cafe (AFC),1,0,3.3,46,Electronic City,Quick Bites,"Andhra, North Indian, South Indian",250.0
Vinaya Coffee Moments,1,0,3.8,46,JP Nagar,Cafe,"Burger, Cafe, Desserts, Sandwich, Italian",450.0
Frozen Bottle,1,0,4.1,46,Basavanagudi,Beverage Shop,"Beverages, Desserts",400.0
The Hundred Food Journey,1,1,3.8,46,New BEL Road,Casual Dining,"Continental, Italian",1100.0
Anand Donne Biriyani,1,0,3.7,46,Jayanagar,Quick Bites,Biryani,200.0
Hot & Cold Hut,1,0,3.0,46,Koramangala 4th Block,Quick Bites,"Fast Food, Rolls, Juices",200.0
Loca Moca,0,0,3.7,46,Koramangala 1st Block,Cafe,"Cafe, Continental",600.0
Little Nature,1,0,3.1,46,Marathahalli,"Quick Bites, Beverage Shop","Juices, Ice Cream, Fast Food",250.0
Aromas Of South,0,0,3.7,46,Race Course Road,Casual Dining,South Indian,1000.0
Cafe Coffee Day,1,0,3.6,45,Whitefield,Cafe,Cafe,650.0
YummRajj,1,0,3.5,45,BTM,Quick Bites,Fast Food,500.0
Floured-Baked With Love,0,0,3.8,45,Banashankari,"Takeaway, Delivery",Bakery,400.0
Garage Food Company,1,0,3.8,45,HSR,Quick Bites,"Chinese, Momos",300.0
White Elefan Coffee and Snack Bar,1,0,3.9,45,Koramangala 6th Block,Quick Bites,"Coffee, Fast Food, Chinese, Beverages",550.0
Andhra Kitchen,1,0,3.9,45,Electronic City,Quick Bites,Andhra,400.0
Yummy Momos,1,0,3.6,45,Bannerghatta Road,Kiosk,"Momos, Street Food, Fast Food, Tibetan, Chinese",200.0
KA53,1,0,3.9,45,Whitefield,Delivery,"Biryani, North Indian, Chinese",300.0
Chetty's Coffee,1,0,3.9,45,Indiranagar,Quick Bites,South Indian,150.0
Samosa Party,0,0,4.1,45,Koramangala 5th Block,Quick Bites,"Street Food, Fast Food",150.0
Wild Range Restaurant,1,0,3.8,45,Kammanahalli,Casual Dining,"North Indian, Chinese",600.0
Biryani Treats,0,0,2.6,45,Kalyan Nagar,Delivery,Biryani,650.0
Sholay - The Barbeque,1,1,3.5,45,New BEL Road,Casual Dining,"North Indian, BBQ",1200.0
Night Spoon,0,0,2.4,45,Koramangala 5th Block,Delivery,"Fast Food, Street Food, North Indian, Biryani",400.0
Ramdev Sagar,1,0,3.9,45,Brookefield,Quick Bites,"South Indian, Chinese, Street Food",250.0
Ice N Fries Cafe,1,0,3.8,45,Sarjapur Road,Quick Bites,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",200.0
Urban Grills Restaurant,0,0,3.5,45,Whitefield,Casual Dining,"Arabian, North Indian, Biryani",700.0
The Big Spoon,1,0,3.8,45,Whitefield,Casual Dining,"North Indian, Mughlai",750.0
Food Club Restaurant,0,0,3.7,45,Electronic City,Casual Dining,"North Indian, Chinese",500.0
Keventers,1,0,3.9,45,JP Nagar,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0
The Pizzeria,1,0,2.8,45,Banashankari,Casual Dining,"Pizza, Italian, Salad",800.0
Brew Bakes Cafe,1,0,3.7,45,Vijay Nagar,Cafe,"Cafe, Beverages",600.0
Five Star Chicken,0,0,2.7,45,Koramangala 6th Block,Quick Bites,"Fast Food, Burger",300.0
Lassi Shop,1,0,3.5,45,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300.0
Loca Moca,1,0,2.9,45,Frazer Town,Cafe,"Cafe, Continental",600.0
Malabar Mandra,1,0,3.6,45,Koramangala 1st Block,Casual Dining,"Kerala, Chinese",700.0
Bengaluru House,0,0,3.7,45,Jeevan Bhima Nagar,Casual Dining,South Indian,500.0
Crispy Crust Pizza,1,0,3.1,45,Indiranagar,Delivery,Pizza,450.0
Noibidya,0,0,3.5,45,Marathahalli,Quick Bites,"North Indian, Bengali",400.0
Lassi Cafe,1,0,3.8,45,HSR,"Beverage Shop, Quick Bites","Beverages, Street Food, North Indian",300.0
Samruddhi Biryani,1,0,3.0,45,Bannerghatta Road,Delivery,"Biryani, North Indian",700.0
Sai Mango Tree,1,0,3.6,45,BTM,Casual Dining,"North Indian, Chinese",500.0
Alampur Bar And Restaurant,0,0,3.7,45,Race Course Road,Casual Dining,"Chinese, South Indian, North Indian",900.0
Food Ka Masti,1,0,3.2,45,Bannerghatta Road,Delivery,"North Indian, Chinese, South Indian",400.0
Rolls On Wheels,0,0,3.5,45,Brigade Road,Quick Bites,"Fast Food, Rolls, Momos",300.0
King's Appetite,1,0,3.7,45,Electronic City,"Food Court, Quick Bites","North Indian, Chinese",500.0
OrganicFeast,1,0,2.9,45,Electronic City,Quick Bites,"North Indian, Chinese, Healthy Food",400.0
The London Shakes,1,0,3.8,44,Sahakara Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",400.0
Juicy,0,0,3.9,44,Koramangala 5th Block,Beverage Shop,"Beverages, Juices, Fast Food",200.0
RB Food Point,1,0,3.9,44,BTM,Quick Bites,"North Indian, Chinese",300.0
Udupi Garden,0,0,3.0,44,Yeshwantpur,Quick Bites,"North Indian, Chinese, South Indian, Street Food",300.0
Crumbz Crunches,1,0,3.1,44,Electronic City,Quick Bites,"North Indian, Chinese",450.0
Artinci Artisanal Ice Cream,1,0,4.2,44,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",300.0
Food Junction,0,0,3.6,44,BTM,Quick Bites,"North Indian, Chinese, Street Food, Biryani",400.0
Sree Bangalore Bhavan,1,0,3.7,44,HSR,Quick Bites,South Indian,400.0
Sri Krishna Sagar,1,0,3.9,44,Koramangala 6th Block,Quick Bites,South Indian,300.0
Tayo Restaurant,0,0,3.9,44,Electronic City,Casual Dining,"North Indian, Chinese, Mughlai",600.0
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,3.8,44,Koramangala 7th Block,Delivery,Continental,500.0
The Chocolate Room,1,0,2.8,44,Electronic City,Cafe,"Cafe, Beverages",600.0
Cafe Coffee Day,1,0,3.5,44,BTM,Cafe,"Cafe, Fast Food",900.0
Sardarji Ka Kitchen,1,0,3.1,44,New BEL Road,Quick Bites,North Indian,150.0
Owl's Kitchen,0,0,3.1,44,BTM,Delivery,"North Indian, Chinese",500.0
Iyengar Bakery,0,0,3.7,44,Jayanagar,Bakery,Bakery,200.0
Ice Treat,1,0,3.8,44,HSR,Quick Bites,"Juices, Ice Cream",200.0
Five Star Chicken,1,0,2.8,44,Malleshwaram,Quick Bites,"Fast Food, Burger",300.0
The Maori - Aurick Boutique Hotel,0,0,3.5,44,JP Nagar,Casual Dining,"Chinese, North Indian",1000.0
Odians,1,0,3.1,44,Marathahalli,Quick Bites,"North Indian, Chinese, Oriya",500.0
Sarvam's,0,1,3.7,44,Jayanagar,Casual Dining,"North Indian, Chinese, Continental, Pizza",550.0
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,3.8,44,Koramangala 7th Block,Delivery,Continental,500.0
The Kitchen Bandit,1,0,3.2,44,Koramangala 2nd Block,Delivery,"Chinese, North Indian, Fast Food",350.0
Wild Thyme Restaurant,0,0,4.4,44,Koramangala 5th Block,Casual Dining,"Chinese, Continental, North Indian, Italian, Seafood",800.0
Haldiram's Express,1,0,3.6,44,Brigade Road,Kiosk,North Indian,300.0
Dhabeliwala,1,0,3.8,44,JP Nagar,Kiosk,"Street Food, Beverages, Gujarati",250.0
Rimo,1,0,3.9,44,Koramangala 5th Block,Quick Bites,"Tibetan, Asian, Momos",500.0
Pizza Stop,1,0,3.2,44,Sarjapur Road,Quick Bites,"Pizza, Italian",600.0
BOX8- Desi Meals,1,0,4.4,44,New BEL Road,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500.0
The Whiskey Bar,0,1,3.7,44,Race Course Road,Bar,"Finger Food, North Indian",2800.0
Hyderabadi Zaiqa,1,0,3.1,44,Bellandur,Casual Dining,"Hyderabadi, North Indian, Biryani",700.0
Kathi Junction,1,0,2.8,44,Electronic City,Quick Bites,"Rolls, North Indian, Mughlai",400.0
BanBay,0,0,4.0,44,Vasanth Nagar,Cafe,"Cafe, Modern Indian, Pizza, Burger, Desserts",1100.0
Chatora Singh,1,0,3.9,44,Old Airport Road,Quick Bites,"North Indian, Fast Food",200.0
Night Cafe,0,0,3.0,44,BTM,"Takeaway, Delivery","North Indian, Chinese, Fast Food",350.0
Ishta Upahar,1,0,3.6,44,Ulsoor,Quick Bites,South Indian,100.0
Ajwa Thalassery Biryani,1,1,3.9,44,Sarjapur Road,Quick Bites,Biryani,500.0
Sintales,1,0,3.6,44,Sarjapur Road,Cafe,"Cafe, Continental, Pizza, Burger, Beverages",600.0
Goli Vada Pav No. 1,1,0,3.2,44,JP Nagar,Quick Bites,Street Food,200.0
Sunny Spice Chinese Restaurant,1,0,3.3,44,Rajajinagar,Casual Dining,"Chinese, Thai, Seafood",650.0
Kitty's Cafe,1,0,3.6,43,New BEL Road,Quick Bites,Fast Food,300.0
Popat,1,0,3.2,43,Indiranagar,Quick Bites,North Indian,300.0
Hotel Malabar,0,0,3.8,43,Kaggadasapura,Quick Bites,Kerala,250.0
SKS Veg Corner,1,0,3.4,43,Sahakara Nagar,Quick Bites,South Indian,300.0
Havmor,1,0,3.8,43,Basaveshwara Nagar,Dessert Parlor,"Ice Cream, Desserts",200.0
The Foodyz,1,0,3.7,43,JP Nagar,Quick Bites,"North Indian, Chinese",500.0
Fresh Aahar,1,0,3.9,43,Indiranagar,"Takeaway, Delivery","Biryani, Mangalorean, Kerala",400.0
Bhikaram Chandmal Bhujiawala,0,0,3.0,43,Indiranagar,Quick Bites,Street Food,200.0
Empire Juice Shop,0,0,2.7,43,Malleshwaram,Beverage Shop,Juices,150.0
Late Night,0,0,2.8,43,Domlur,Delivery,"North Indian, Chinese",500.0
Venkateshwara Sweets and Restaurant,0,0,3.6,43,JP Nagar,"Casual Dining, Sweet Shop","South Indian, Mithai, Chinese, North Indian",400.0
The Rich Crust,1,0,3.8,43,Sahakara Nagar,Cafe,"Cafe, European, Continental",600.0
Bismillah Bawarchi,1,0,3.6,43,Brookefield,Quick Bites,"North Indian, Chinese, Biryani",300.0
Hotel Manarama,0,0,3.7,43,Electronic City,Quick Bites,North Indian,200.0
